Start_Date,Job_Title,Department,Department_Code,Job_Term,List_Type,Req_Number,Appointment_Type
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Probationary,Regular,2019-00479,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Probationary,Regular,2019-00656,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Probationary,Regular,2019-00909,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)",Health Department,360,Probationary,Regular,2019-00703,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC",Health Department,360,Probationary,Regular,2019-00797,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)",Health Department,360,Probationary,Regular,2019-00844,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)",Health Department,360,Probationary,Regular,2019-00908,New Hire/Rehire
04/22/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, PARAMEDIC (CLASS CODE 5171)",Health Department,360,Probationary,Regular,2019-00938,New Hire/Rehire
03/25/2019 12:00:00 AM,Emergency,Health Department,360,Emergency (10 day appointment),Regular,2019-01196,New Hire/Rehire
04/29/2019 12:00:00 AM,POLICE TECHNICAL SPECIALIST III (REAL TIME CRIME CAMERA TECHNICIAN) (CLASS CODE 7148),Mayor's Office,210,Probationary,Regular and Promotional,2019-00931,New Hire/Rehire
04/28/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01089,New Hire/Rehire
04/22/2019 12:00:00 AM,"OFFICE ASSISTANT, TRAINEE (CLASS CODE 0020)",Health Department,360,Probationary,Regular,2019-01192,New Hire/Rehire
05/06/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Probationary,Regular,2019-00754,New Hire/Rehire
05/06/2019 12:00:00 AM,GROUNDS PATROL OFFICER (CLASS CODE 7185),Miscellaneous,700,Probationary,Regular,2019-00943,New Hire/Rehire
05/13/2019 05:00:00 AM,UTILITIES MAINTENANCE TECHNICIAN III (CLASS CODE 3405),Sewerage and Water Board of New Orleans,010D,Full time,Regular and Promotional,2019-01316,New Hire/Rehire
05/06/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),New Orleans Public Library,630,,,2019-01186,New Hire/Rehire
05/21/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00849,New Hire/Rehire
04/01/2019 12:00:00 AM,Demotion - Voluntary,Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-00459,New Hire/Rehire
05/26/2019 12:00:00 AM,SOCIAL SERVICES WORKER III (CLASS CODE 6034),Police Department,270,Probationary,Regular,2019-01385,New Hire/Rehire
05/12/2019 12:00:00 AM,SOCIAL SERVICES WORKER III (CLASS CODE 6034),Police Department,270,Probationary,Regular,2019-01386,New Hire/Rehire
05/12/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01180,New Hire/Rehire
05/27/2019 05:00:00 AM,"311 TELECOMMUNICATIONS OPERATOR, TRAINEE (CLASS CODE 7400)",Sewerage and Water Board of New Orleans,010D,Probationary,Regular and Promotional,2019-01586,New Hire/Rehire
05/27/2019 12:00:00 AM,AUTOMOTIVE MECHANIC I (CLASS CODE 1990),Chief Administrative Office,220,Probationary,Regular,2019-00912,New Hire/Rehire
05/06/2019 12:00:00 AM,AIRPORT ASSISTANT SERVICES AGENT (ADMINISTRATION) (CLASS CODE 8300),New Orleans Aviation Board,900,Probationary,Promotional Only,2019-01190,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00976,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00971,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00968,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00973,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00956,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00959,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00960,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00961,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00962,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00964,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00944,New Hire/Rehire
05/20/2019 05:00:00 AM,AIRPORT TECHNICIAN I (EQUIPMENT OPERATOR) (CLASS CODE 8043),New Orleans Aviation Board,900,Probationary,Regular and Promotional,2019-01143,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00982,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00996,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00979,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00978,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00977,New Hire/Rehire
05/20/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00859,New Hire/Rehire
05/20/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00868,New Hire/Rehire
05/16/2019 12:00:00 AM,JUVENILE DETENTION SUPERVISOR (CLASS CODE 6031),Human Services,380,Probationary,Regular and Promotional,2019-01559,New Hire/Rehire
06/03/2019 12:00:00 AM,RECREATION ADMINISTRATOR III (CENTER DIRECTOR) (CLASS CODE 6157),Miscellaneous,700,Probationary,Regular,2019-01317,New Hire/Rehire
05/13/2019 12:00:00 AM,WATER PURIFICATION OPERATOR I (CLASS CODE 3020),Sewerage and Water Board of New Orleans,010D,Probationary,Regular and Promotional,2019-01154,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00997,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00998,New Hire/Rehire
05/20/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00854,New Hire/Rehire
05/13/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sewerage and Water Board of New Orleans,010D,Probationary,,2019-01398,New Hire/Rehire
05/13/2019 12:00:00 AM,INFORMATION TECHNOLOGY SPECIALIST II (CLASS CODE 0163),New Orleans Aviation Board,900,Probationary,Regular and Promotional,2019-00918,New Hire/Rehire
05/20/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-01248,New Hire/Rehire
05/20/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-00669,New Hire/Rehire
05/20/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-01249,New Hire/Rehire
05/20/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Parks & Parkways,620,Probationary,Regular,2019-01252,New Hire/Rehire
05/19/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Property Management,450,Probationary,Regular and Promotional,2019-00195,New Hire/Rehire
05/20/2019 12:00:00 AM,AUDITOR ASSISTANT (CLASS CODE 0425),Finance Department,400,Full time,Regular,2019-01103,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01000,New Hire/Rehire
05/14/2019 12:00:00 AM,AIRPORT SERVICES MANAGER (LANDSIDE COORDINATOR) (CLASS CODE 8320LC),New Orleans Aviation Board,900,Probationary,Regular and Promotional,2019-01488,"Promotion,New Hire/Rehire"
05/26/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01394,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01001,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01002,New Hire/Rehire
05/22/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-00870,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01009,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01010,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01011,New Hire/Rehire
06/03/2019 12:00:00 AM,RECREATION PROGRAMMING ASSISTANT (CLASS CODE 6149),Miscellaneous,700,Probationary,Regular,2019-01302,New Hire/Rehire
05/26/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01392,New Hire/Rehire
05/20/2019 12:00:00 AM,"SR CITY PLANNER-City Plan, Design Rev, Environ, Storm Water, Housing, Comm Dev, Trans, Parking, GIS",City Planning Commission,670,Probationary,Regular,2019-00840,New Hire/Rehire
06/02/2019 12:00:00 AM,PEST CONTROL INSPECTOR I (CLASS CODE 5426),New Orleans Mosquito and Termite Control Board,685,Transient (3 month appointment),,2019-01582,New Hire/Rehire
05/26/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01722,New Hire/Rehire
05/26/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-01724,New Hire/Rehire
05/20/2019 12:00:00 AM,LIBRARY ASSOCIATE I (CLASS CODE 6520),New Orleans Public Library,630,,,2019-01366,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01013,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01015,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01018,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01024,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01025,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01028,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01031,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01021,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01038,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01040,New Hire/Rehire
06/03/2019 12:00:00 AM,REINSTATEMENTS (All classifications),Miscellaneous,700,Reinstatement,Regular,2019-01682,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01033,New Hire/Rehire
05/26/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01765,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01042,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01043,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01045,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01047,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01721,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01029,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01051,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01052,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01605,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01610,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01606,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01767,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01616,New Hire/Rehire
05/28/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01344,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01611,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01613,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01615,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01623,New Hire/Rehire
06/03/2019 12:00:00 AM,DISASTER RECOVERY PROGRAM ASSISTANT II (CLASS CODE 4412),Mayor's Office,210,Probationary,Regular,2019-01378,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01718,New Hire/Rehire
05/28/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01055,New Hire/Rehire
06/17/2019 05:00:00 AM,"311 TELECOMMUNICATIONS OPERATOR, TRAINEE (CLASS CODE 7400)",Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01842,New Hire/Rehire
06/24/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01540,New Hire/Rehire
06/24/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01545,New Hire/Rehire
06/04/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01546,New Hire/Rehire
06/24/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01539,New Hire/Rehire
06/24/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01547,New Hire/Rehire
06/24/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01541,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01770,New Hire/Rehire
06/05/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01057,New Hire/Rehire
06/02/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01772,New Hire/Rehire
06/05/2019 12:00:00 AM,CODE ENFORCEMENT INSPECTOR I (CLASS CODE 2204),Safety & Permits,260,Probationary,Regular and Promotional,2019-01754,New Hire/Rehire
06/03/2019 12:00:00 AM,PEST CONTROL INSPECTOR I (CLASS CODE 5426),New Orleans Mosquito and Termite Control Board,685,Transient (3 month appointment),,2019-01581,New Hire/Rehire
06/09/2019 12:00:00 AM,BUILDINGS MAINTENANCE MANAGER (RECREATION) (CLASS CODE 2413),Property Management,450,,,2019-00643,New Hire/Rehire
06/02/2019 12:00:00 AM,Emergency,Police Department,270,Emergency (10 day appointment),Regular,2019-01862,New Hire/Rehire
06/17/2019 12:00:00 AM,TOW TRUCK OPERATOR I (CLASS CODE 1917),Public Works Department,500,Probationary,Regular,2019-00792,New Hire/Rehire
06/04/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-01622,New Hire/Rehire
06/10/2019 12:00:00 AM,LIBRARIAN II (ORIGINAL ENTRANCE) (CLASS CODE 6531),New Orleans Public Library,630,,,2019-00782,New Hire/Rehire
06/10/2019 12:00:00 AM,LIBRARY ASSOCIATE I (CLASS CODE 6520),New Orleans Public Library,630,,,2019-01368,New Hire/Rehire
06/10/2019 12:00:00 AM,LIBRARY ASSOCIATE I (CLASS CODE 6520),New Orleans Public Library,630,,,2019-01404,New Hire/Rehire
06/10/2019 12:00:00 AM,LIBRARY ASSOCIATE I (CLASS CODE 6520),New Orleans Public Library,630,,,2019-01789,New Hire/Rehire
06/10/2019 12:00:00 AM,LIBRARY ASSOCIATE I (CLASS CODE 6520),New Orleans Public Library,630,,,2019-01405,New Hire/Rehire
06/10/2019 12:00:00 AM,JUVENILE DETENTION COUNSELOR I (CLASS CODE 6028),Human Services,380,Probationary,Regular,2019-01271,New Hire/Rehire
06/10/2019 12:00:00 AM,JUVENILE DETENTION COUNSELOR II (CLASS CODE 6029),Human Services,380,Probationary,Regular and Promotional,2019-01274,New Hire/Rehire
06/16/2019 12:00:00 AM,GROUNDS PATROL OFFICER (CLASS CODE 7185),Parks & Parkways,620,Probationary,Regular,2019-01678,New Hire/Rehire
06/17/2019 12:00:00 AM,TAX COLLECTION SPECIALIST I (CLASS CODE 0437),Finance Department,400,Probationary,Regular,2019-01628,New Hire/Rehire
07/07/2019 05:00:00 AM,POLICE INVESTIGATIVE SPECIALIST (CLASS CODE 7167),Police Department,270,Probationary,Regular,2019-01174,New Hire/Rehire
07/07/2019 05:00:00 AM,POLICE INVESTIGATIVE SPECIALIST (CLASS CODE 7167),Police Department,270,Probationary,Regular,2019-01182,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01959,New Hire/Rehire
06/10/2019 12:00:00 AM,Transient,Miscellaneous,700,Transient (3 month appointment),Regular,2019-01945,New Hire/Rehire
06/23/2019 12:00:00 AM,INFORMATION TECHNOLOGY SPECIALIST II (CLASS CODE 0163),Fire Department,250,Probationary,Regular and Promotional,2019-01629,New Hire/Rehire
06/24/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01904,New Hire/Rehire
06/24/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01901,New Hire/Rehire
06/24/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01541,New Hire/Rehire
07/07/2019 12:00:00 AM,POLICE INVESTIGATIVE SPECIALIST (CLASS CODE 7167),Police Department,270,Probationary,Regular,2019-02128,New Hire/Rehire
07/07/2019 12:00:00 AM,FIRE RECRUIT,Fire Department,250,Probationary,Regular,2019-01690,New Hire/Rehire
07/07/2019 12:00:00 AM,FIRE RECRUIT,Fire Department,250,Probationary,Regular,2019-01692,New Hire/Rehire
07/07/2019 12:00:00 AM,FIRE RECRUIT,Fire Department,250,Probationary,Regular,2019-01693,New Hire/Rehire
03/04/2019 12:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-00428,New Hire/Rehire
07/07/2019 12:00:00 AM,FIRE RECRUIT,Fire Department,250,Probationary,Regular,2019-01697,New Hire/Rehire
07/07/2019 12:00:00 AM,FIRE RECRUIT (PSYCHS & MEDS),Fire Department,250,Probationary,Regular,2019-01699,New Hire/Rehire
07/07/2019 12:00:00 AM,FIRE RECRUIT,Fire Department,250,Probationary,Regular,2019-01698,New Hire/Rehire
06/24/2019 12:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-01538,New Hire/Rehire
07/06/2019 12:00:00 AM,MECHANICAL EQUIPMENT INSPECTOR (CLASS CODE 2240),Safety & Permits,260,Probationary,Regular and Promotional,2019-01324,New Hire/Rehire
07/15/2019 12:00:00 AM,CODE ENFORCEMENT ASSISTANT I (CLASS CODE 5316),Sanitation Department,300,Probationary,Regular,2019-01247,New Hire/Rehire
07/15/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),New Orleans Public Library,630,,,2019-01939,New Hire/Rehire
06/10/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-02233,New Hire/Rehire
07/15/2019 12:00:00 AM,AIRPORT TECHNICIAN SPECIALIST (PLUMBER),New Orleans Aviation Board,900,Probationary,Regular,2019-01654,New Hire/Rehire
07/21/2019 12:00:00 AM,CODE ENFORCEMENT ASSISTANT I (CLASS CODE 5316),Sanitation Department,300,Probationary,Regular,2019-02155,New Hire/Rehire
08/05/2019 05:00:00 AM,WATER SERVICE INSPECTOR I (CLASS CODE 3140),Sewerage and Water Board of New Orleans,010D,Full time,Regular,2019-02232,New Hire/Rehire
07/17/2019 12:00:00 AM,JUVENILE DETENTION COUNSELOR II (CLASS CODE 6029),Human Services,380,Probationary,Regular and Promotional,2019-02101,New Hire/Rehire
07/17/2019 12:00:00 AM,JUVENILE DETENTION COUNSELOR I (CLASS CODE 6028),Human Services,380,Probationary,Regular,2019-01817,New Hire/Rehire
08/04/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02248,New Hire/Rehire
08/12/2019 12:00:00 AM,GROUNDS PATROL OFFICER (CLASS CODE 7185),Miscellaneous,700,Probationary,Regular,2019-01918,New Hire/Rehire
06/25/2019 12:00:00 AM,POLICE SERGEANT (CLASS CODE 7111),Police Department,270,Probationary,Regular and Promotional,2019-02037,"Promotion,New Hire/Rehire"
06/25/2019 12:00:00 AM,POLICE SERGEANT (CLASS CODE 7111),Police Department,270,Probationary,Regular and Promotional,2019-02038,"Promotion,New Hire/Rehire"
06/25/2019 12:00:00 AM,POLICE SERGEANT (CLASS CODE 7111),Police Department,270,Probationary,Regular and Promotional,2019-02039,"Promotion,New Hire/Rehire"
08/05/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-01345,New Hire/Rehire
08/05/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-02265,New Hire/Rehire
08/05/2019 05:00:00 AM,NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301),Sewerage and Water Board of New Orleans,010D,Probationary,Regular,2019-02267,New Hire/Rehire
08/05/2019 12:00:00 AM,HEALTH PROJECT & PLANNING SENIOR ANALYST(COMMUNITY HEALTH IMPROVEMENT PROGRAM LEAD)(CLASS CODE 5510),Health Department,360,Probationary,Regular,2019-02294,New Hire/Rehire
08/12/2019 12:00:00 AM,LIBRARY ASSOCIATE I (CLASS CODE 6520),New Orleans Public Library,630,,,2019-01983,New Hire/Rehire
08/12/2019 12:00:00 AM,"EMERGENCY MEDICAL TECHNICIAN, BASIC (CLASS CODE 5170)",Health Department,360,Probationary,Regular,2019-02274,New Hire/Rehire
08/18/2019 12:00:00 AM,SOCIAL SERVICES WORKER III (CLASS CODE 6034),Police Department,270,Probationary,Regular,2019-02320,New Hire/Rehire
08/12/2019 12:00:00 AM,ENGINEERING DIVISION MANAGER (CLASS CODE 4028),Sewerage and Water Board of New Orleans,010D,Probationary,Regular and Promotional,2019-02163,New Hire/Rehire
09/09/2019 12:00:00 AM,PLANT ATTENDANT (CLASS CODE 3010),Human Services,380,Probationary,Regular,2019-02158,New Hire/Rehire
08/19/2019 12:00:00 AM,UTILITIES PLANT WORKER (CLASS CODE 3016),Sewerage and Water Board of New Orleans,010D,Probationary,Regular and Promotional,2019-02092,New Hire/Rehire
08/26/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Probationary,Regular and Promotional,2019-02394,New Hire/Rehire
09/01/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02495,New Hire/Rehire
09/01/2019 12:00:00 AM,POLICE RECRUIT - ACADEMY,Police Department,270,Probationary,Regular,2019-02257,New Hire/Rehire
08/12/2019 12:00:00 AM,LIBRARY ASSOCIATE I (CLASS CODE 6520),New Orleans Public Library,630,,,2019-02357,New Hire/Rehire
09/03/2019 12:00:00 AM,EXECUTIVE SECRETARY (0264),Human Services,380,Probationary,Regular,2019-02292,New Hire/Rehire
09/01/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Sanitation Department,300,Probationary,Regular,2019-02288,New Hire/Rehire
09/03/2019 12:00:00 AM,MANAGEMENT DEVELOPMENT ANALYST I (CLASS CODE 0361),Chief Administrative Office,220,Probationary,Regular,2019-02297,New Hire/Rehire
09/08/2019 12:00:00 AM,CITY PLANNER (CLASS CODE 4302),City Planning Commission,670,Full time,Regular,2019-02521,New Hire/Rehire
09/09/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Probationary,Regular,2019-02115,New Hire/Rehire
09/09/2019 12:00:00 AM,AUTOMOTIVE MECHANIC III (CLASS CODE 1992),Chief Administrative Office,220,Probationary,Regular and Promotional,2019-02466,New Hire/Rehire
09/09/2019 12:00:00 AM,LABORER (CLASS CODE 1510),Miscellaneous,700,Probationary,Regular,2019-02116,New Hire/Rehire
09/03/2019 12:00:00 AM,UTILITIES PLANT WORKER (CLASS CODE 3016),Sewerage and Water Board of New Orleans,010D,Probationary,Regular and Promotional,2019-02439,New Hire/Rehire
09/09/2019 12:00:00 AM,OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060),Finance Department,400,Probationary,Regular and Promotional,2019-02371,New Hire/Rehire
