the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.099051569051 29.975651978908),1155798,YUMMY YUMMY 220 INC,220 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-483-9122,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),YUMMY YUMMY 220 INC,3671612.50222,538740.651593
POINT (-90.099548006708 29.921083345616),1155527,SHAYA RESTAURANT,4213 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SHAYA RESTAURANT, LLC",3671668.99649,518895.755511
POINT (-90.071130073192 29.952776168799),1155255,MERCHANT,800 COMMON ST,#110,NEW ORLEANS,LA,70112,504-581-1948,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MERCHANT CAFE, LLC",3680543.81007,530518.449602
POINT (-90.052247883495 29.94402462666),1155335,OFF DA HOOK CREOLE CREATIONS L3C,1113 TECHE ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OFF DA HOOK CREOLE CREATIONS,3686558.66582,527402.432383
POINT (-90.060960275887 29.958589606713),1155223,MARCHE,914 N PETERS ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"914 N. PETERS, LLC",3683740.72751,532668.045508
POINT (-90.076989294557 29.951922709288),1154761,CAFE' NAVARRE,800 NAVARRE AVE,,NEW ORLEANS,LA,70124,504-482-8828,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CAFE' NAVARRE, LLC",3678691.8167,530187.70942
POINT (-90.078588616712 29.952166865222),1155598,SUBWAY SANDWICH,1515 POYDRAS ST,1ST FLR,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),NAZIR FOOD LLC,3678184.39451,530270.944065
POINT (-90.128559465481 29.941228086103),1154975,FAUBOURG BISTRO,7537 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FAUBOURG BISTRO II LLC,3662402.17952,526123.354366
POINT (-90.076989294557 29.951922709288),1154898,DEBBIE DOES DOBERGE,1179 ANNUNCIATION ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DEBBIE DOES DOBERGE, LLC",3678691.8167,530187.70942
POINT (-90.104137164654 29.935439714588),1155079,ICE CREAM 504 COMPANY,2511 JENA ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ICE CREAM 504 COMPANY STORE, LLC",3670159.3138,524100.634876
POINT (-90.076989294557 29.951922709288),1155315,NEW ORLEANS HAMBURGER & SEAFOOD COMPANY,4141 SAINT CHARLES AVE,,NEW ORLEANS,LA,70115,504-837-3382,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOHSC UPTOWN #1, LLC.",3678691.8167,530187.70942
POINT (-90.074906171543 29.941832770737),1155672,THE NEUTRAL GROUND BAR AND GRILL,1638 CLIO ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NEUTRAL GROUND NOLA, LLC",3679391.76539,526525.877054
POINT (-90.02160384197 30.014098587377),1154912,DIP WIT IT SPINACH DIP & CHIPS LLC,4324 DOWNMAN RD,STE C,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),DIP WIT IT SPINACH DIP & CHIPS LLC,3695971.59645,552993.671767
POINT (-90.067810103835 29.946410706326),1155748,VYOONE'S,412 GIROD ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PROFESSIONAL NETWORK CONSULTING SERVICES, LLC.",3681620.68469,528215.331072
POINT (-89.912066147199 30.039183783686),1154752,CAFE MY LE,14401 PELTIER DR,STE 112,NEW ORLEANS,LA,70129,504-400-7269,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAFE MY LE,3730523.24979,562528.929952
POINT (-90.073666494735 29.931625481148),1155143,LA CARRETA ON MAGAZINE,1814 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROSA MEZCAL,LLC",3679825.1725,522818.452411
POINT (-90.067726086685 29.949926060725),1154826,CHOPHOUSE NEW ORLEANS,322 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAGAZINE STEAKHOUSE,LLC",3681633.17205,529493.935745
POINT (-90.109776647184 29.929946729758),1155019,GAUTREAU'S,1728 SONIAT ST,,NEW ORLEANS,LA,70115,504-899-7397,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GAUTREAU'S ACQUISITION CORP.,3668394.51418,522084.065338
POINT (-90.076989294557 29.951922709288),1155755,"WAFFLE HOUSE, INC",11951 I-10 W. SERVICE RD,,NEW ORLEANS,LA,70128,504-241-7502,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WAFFLE HOUSE, INC",3678691.8167,530187.70942
POINT (-90.131151442588 29.94861442314),1155252,MELLOW MUSHROOM OAK STREET,8227 OAK ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MM METAIRIE, LLC.",3661553.11789,528800.68864
POINT (-90.065095800655 29.95085973894),1155366,PANDA CAFE,333 CANAL ST,SUITE 351,NEW ORLEANS,LA,70130,504-524-8422,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"DINH, HOUNG T",3682462.35061,529842.664897
POINT (-90.011683549879 29.920035319317),1154715,BURGER KING #1511,4230 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PPARTNERS IV, LLC",3699505.56413,518825.013495
POINT (-90.062914393979 29.956427536046),1155156,LANDRY'S SEAFOOD HOUSE,620 DECATUR ST,1A,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LANDRY'S SEAFOOD HOUSE-JAX INC,3683130.68514,531874.971523
POINT (-90.06984211644 29.97956620473),1154600,A TASTE OF SOUL EATERY LLC,2302  ST BERNARD AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),A TASTE OF SOUL EATERY LLC,3680844.2365,540264.803339
POINT (-90.063233957185 29.956002452179),1155103,JAZZ SUSHI BAR,600 DECATUR ST,206A,NEW ORLEANS,LA,70130,504-231-3005,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TASTE OF  TOKYO LLC,3683031.20853,531719.273731
POINT (-90.076989294557 29.951922709288),1155801,ZIMMER'S SEAFOOD,4915 SAINT ANTHONY AVE,,NEW ORLEANS,LA,70122,504-282-7150,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ZIMMER'S SEAFOOD & POBOYS, LLC",3678691.8167,530187.70942
POINT (-90.086314486116 29.923947662527),1155174,LEVEE BAKING CO.,3138 MAGAZINE ST,D,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LEVEE BAKING CO.,3675849.56033,519982.702264
POINT (-90.070033208846 29.951946172854),1155526,SHAHRAZAD CAFE LLC,201 ST CHARLES AVE,,NEW ORLEANS,LA,70170,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SHAHRAZAD CAFE LLC,3680894.4733,530220.460225
POINT (-90.065160566149 29.95815759982),1154735,CAFE BEIGNET,714 ST PETER ST,,NEW ORLEANS,LA,70116,504-717-8302,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAFE BEIGNET LLC,3682412.47042,532496.207428
POINT (-90.015128136276 29.923944807593),1155471,RENDEZ-VOUS CREOLE,3042 GENERAL COLLINS AVE,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KONBIT MANGEMENT GROUP LLC,3698398.08644,520234.064568
POINT (-90.076422297933 29.986284250503),1154783,"CATTY SHACK ROADHOUSE TEX-MEX, LLC",1839 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SMITH CATHERINE J,3678734.3012,542684.833037
POINT (-90.114826983546 30.02071017857),1155269,MING'S,7224 PONTCHARTRAIN BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MING'S, LLC",3666443.90785,555072.189977
POINT (-90.113363157489 29.946326881132),1155601,SUBWAY SANDWICHES & SALADS,6227 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125-4105,504-866-1629,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PVS INC,3667195.11898,528028.389951
POINT (-90.076328885421 29.950578644268),1154895,DAVE & BUSTER'S,1200 POYDRAS ST,UNIT: 601,NEW ORLEANS,LA,70113,972-813-1142,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DAVE & BUSTER'S OF LOUISIANA, INC.",3678906.30728,529701.251393
POINT (-90.071671086291 29.952039198017),1155695,THE STORE,814 GRAVIER ST,,NEW ORLEANS,LA,70112,504-701-4041,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REUBEN III LLC,3680375.44245,530248.573313
POINT (-90.086025064665 29.964323260341),1154675,BETSY'S PANCAKE HOUSE,2542 CANAL ST,,NEW ORLEANS,LA,70119,504-822-0213,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BETSY'S PANCAKE HOUSE IN,3675781.41365,534665.755526
POINT (-90.069534942755 29.955082611144),1155299,MR. ED'S SEAFOOD AND OYSTER BAR,821 IBERVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"821 IBERVILLE , LLC.",3681039.67759,531362.724162
POINT (-90.078588616712 29.952166865222),1155624,TACO DEL-MAR,1515 POYDRAS ST,1ST FLR,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CRESCENT INVESTMENT GROUP LLC,3678184.39451,530270.944065
POINT (-90.116704704989 29.926626736056),1155206,M LANGENSTEIN & SONS INC,1330 ARABELLA ST,,NEW ORLEANS,LA,70115-4205,504-899-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),M LANGENSTEIN & SONS INC,3666212.96609,520853.426553
POINT (-90.081451307581 29.960628407945),1155254,MENCHIES FROZEN YOGURT,2000 CANAL ST,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"NOLA YOGURT,LLC",3677244.2644,533337.961476
POINT (-90.076405043964 29.937475655144),1154718,BURGER KING #360,1700 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3678934.45659,524936.261501
POINT (-90.058026837234 29.989475791147),1155242,MCDONALDS,3025 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CLB INVESTMENTS, LLC",3684544.5782,543909.743118
POINT (-90.133478977614 29.929361181363),1154708,BROADWAY SERVICES,150 BROADWAY ST,,NEW ORLEANS,LA,70118,504-865-9514,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROADWAY SERVICES, INC",3660889.352,521791.748474
POINT (-90.033610476754 30.005981985858),1155443,RAISING CANES #163,4740 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,972-769-3100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAISING CANES RESTAURANTS,3692205.37737,549998.86434
POINT (-90.101177667709 29.975416242294),1154760,CAFE' MINH,4139 CANAL ST,,NEW ORLEANS,LA,70119,504-722-2407,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAFE' MINH INC.,3670940.32065,538647.684233
POINT (-90.056651250361 29.973193122212),1155678,THE PATIO,1525 ELYSIAN FIELDS AVE,STE: C,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE PATIO AT MELBA'S LLC,3685045.98549,537993.599241
POINT (-90.076989294557 29.951922709288),1155734,VACHERIE,827 1/2 TOULOUSE ST,,NEW ORLEANS,LA,70112,504-495-2387,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAUPHINE TOULOUSE INC,3678691.8167,530187.70942
POINT (-90.098099600274 29.983496495403),1155452,RALPH'S ON THE PARK,900 CITY PARK AVE,,NEW ORLEANS,LA,70119,000-581-9384,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),900 CITY PARK AVENUE LLC,3671883.13575,541596.47182
POINT (-90.013653732659 30.028206778773),1155014,GABBY'S REST & LOUNGE,6600 MORRISON RD,A,NEW ORLEANS,LA,70126,504-241-9137,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GABBY'S REST & LOUNGE   INC,3698428.45098,558152.841243
POINT (-90.076989294557 29.951922709288),1154664,BAYOU BREAKFAST,3111 GRAND ROUTE ST JOHN,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYOU BREAKFAST LLC,3678691.8167,530187.70942
POINT (-90.071341486204 29.953024746703),1155470,RENAISSANCE PERE MARQUETTE,817 COMMON ST,A,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RENAISSANCE HOTEL MGT CO,3680475.86792,530608.104258
POINT (-90.112911311079 29.94675755798),1154978,FELIPE'S TAQUERIA,6215 S MIRO ST,,NEW ORLEANS,LA,70125,504-866-1852,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FELIPE'S LOUISIANA LLC,3667336.54343,528186.524032
POINT (-90.078502926663 29.97539272739),1155155,LAMARA COFFEE AND KITCHEN,1300 N BROAD ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),LAMARA COFFEE AND KITCHEN,3678119.03803,538717.037385
POINT (-90.113609748271 29.947031886271),1155634,TED'S FROSTOP,3100 CALHOUN ST,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHRIS KAN, LLC",3667114.29857,528283.924992
POINT (-90.113217810863 29.947527646654),1155273,MOE'S ORIGINAL BAR B QUE,3150 CALHOUN ST,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GROOVEMAKERS,LLC",3667236.49844,528465.523776
POINT (-90.068993051597 29.954679199863),1154980,FELIX'S RESTAURANT & OYSTER BAR,739 IBERVILLE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),739 IBERVILLE LLC,3681212.88879,531217.92205
POINT (-90.068994480826 29.955053654502),1155641,THE BAR & STEAKHOUSE AT GALATOIRE'S,215 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW ORLEANS EQUITY LLC,3681210.93384,531354.082626
POINT (-89.98063037259 30.015005672617),1155055,HEART OF NEW ORLEANS,9000 CHEF MENTEUR HWY,STE D,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HEART OF NEW ORLEANS, LLC",3708934.39985,553474.280215
POINT (-89.896664517306 30.041179931667),1154905,DIAMOND DISCOUNT,15200 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DIAMOND DISCOUNT,LLC",3735386.96071,563315.568288
POINT (-90.102170982391 29.975926454691),1154829,CHURCH ALLEY COFFEE BAR,4201 CANAL ST,A,NEW ORLEANS,LA,70119,504-304-6306,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RENEE BLANCHARD,3670623.8523,538829.837321
POINT (-90.130071895876 29.947742631021),1155722,TRU BURGER,8115 OAK ST,,NEW ORLEANS,LA,70118,504-218-5416,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"PAU BURGER, LLC",3661898.31488,528487.259968
POINT (-90.057464727736 29.961947790607),1155325,NOLA CANTINA,437 ESPLANADE AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOLA CANTINA, LLC.",3684833.97321,533901.511685
POINT (-90.107597859663 29.92497280667),1155702,THE UPPERLINE RESTAURANT,1413 UPPERLINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE UPPERLINE RESTAURANT, INC",3669103.96276,520282.739384
POINT (-90.07709220625 29.97694736314),1155247,MCHARDY'S CHICKEN & FIXIN,1458 N BROAD ST,,NEW ORLEANS,LA,70119-2359,504-949-0000,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MCF LLC,3678559.46139,539287.25601
POINT (-90.131572190964 29.943387238429),1154835,CIRO'S COTE SUD,7918 MAPLE ST,,NEW ORLEANS,LA,70118,504-866-9551,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CIRO'S COTE SUD LLC,3661439.81184,526898.48531
POINT (-90.089930137045 29.962165894619),1154806,CHEF D'Z CAFE ON THE AVENUE,424 S BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHEF D'Z CAFE ON THE AVENUE,LLC",3674553.47777,533867.817221
POINT (-90.115797723953 29.961369938513),1155264,MID CITY RESTAURANT & LANES,8126 EARHART BLVD,,NEW ORLEANS,LA,70118,504-866-3683,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"YE OLDE MEMORIES , LLC",3666366.00525,533490.421764
POINT (-90.06761791601 29.952493040037),1155316,NEW ORLEANS MARRIOTT HOTEL-[REST],555 CANAL ST,,NEW ORLEANS,LA,70130,504-581-1000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MARRIOTT HOTEL SERVICES,3681657.1156,530427.761794
POINT (-90.069719171688 29.9453551638),1155545,SOFIA,516 JULIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOFIA NOLA,LLC",3681020.34888,527824.825279
POINT (-90.067332293974 29.956116427284),1155649,THE COPPER MONKEY GRILL,725 CONTI ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REBIRTH INVESTMENT LLC,3681733.00412,531746.357379
POINT (-90.090327251886 29.922232237257),1155211,MAHONY'S PO-BOY SHOP,3454 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-3691,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WINNIE'S ARTSY CAFE' LLC,3674585.26536,519345.101047
POINT (-90.061685102686 29.958476313762),1155221,MANOLITO,508 DUMAINE ST,UNIT:A,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PALABRA LLC,3683511.67279,532624.29978
POINT (-90.054833761839 29.968584758679),1154653,BAO & NOODLE ST CLAUDE,2266 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AWESOME EXPRESS, LLC",3685640.09526,536324.243079
POINT (-90.071319693606 29.937790637102),1155519,SATSUMA CAFE,1320 MAGAZINE ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SATSUMA LGD LLC,3680543.78203,525068.503165
POINT (-90.076989294557 29.951922709288),1155472,RESIDENCE INN BY MARRIOTT-[REST],345 SAINT JOSEPH ST,,NEW ORLEANS,LA,70130,504-522-1300,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RESIDENCE INN BY MARRIOTT, LLC.",3678691.8167,530187.70942
POINT (-90.081307522627 29.919813827877),1155234,MCCLURES BARBECUE,3001 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-258-9367,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MCCLURES BARBECUE LLC,3677451.9629,518496.787511
POINT (-89.94498321058 30.012111544861),1155359,PALACE TRUCK STOP & CASINO,12170 OLD GENTILLY RD,STE:B,NEW ORLEANS,LA,70129,504-241-0409,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AMID TRAVEL PLAZA INC,3720228.10841,552556.804182
POINT (-90.068705708319 29.977526612179),1155068,HOOKS CATCHING & FRYING,2100 ST BERNARD AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HOOKS CATCHING & FRYING INC,3681212.18332,539527.09889
POINT (-90.109094873944 29.924475703592),1155554,ST JAMES CHEESE COMPANY,5004 PRYTANIA ST,,NEW ORLEANS,LA,70115,504-899-4737,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ST  JAMES CHEESE COMPANY, LLC",3668631.71226,520096.905208
POINT (-90.089930137045 29.962165894619),1154606,ADDIS NOLA ETHIOPIAN AUTHENTIC CUISINE AND CULTURA,424 S BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ADDIS NOLA ETHIOPIAN AUTHENTIC CUISINE AND CULTURA,3674553.47777,533867.817221
POINT (-90.117854118657 29.96246137889),1155459,RED STAR,8330 EARHART BLVD,,NEW ORLEANS,LA,70118,504-861-1934,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AI ZHEN ZOU,3665710.66496,533880.399237
POINT (-90.071451314687 29.947193094949),1154784,CBD SOCIAL,709 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SCORPIONE,LC",3680464.44328,528487.118912
POINT (-89.963096216789 30.048087787381),1154819,CHINA HOUSE RESTAURANT,7040 BULLARD AVE,,NEW ORLEANS,LA,70128,504-248-1876,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PANG YEUNG,3714339.43263,565570.096418
POINT (-90.094589004416 29.966012848953),1154946,ECHO'S,3200 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FAT LEO,LLC",3673063.20206,535250.738886
POINT (-90.076410588933 29.949541801152),1154696,BORGNE RESTAURANT,601 LOYOLA AVE,STE BORGNE,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BORGNE RESTAURANT LLC,3678884.56987,529323.933185
POINT (-90.100281423391 29.973989308765),1155707,THEOS PIZZA (CANAL),4024 CANAL ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),4024 CANAL ST LLC,3671229.64782,538131.847945
POINT (-90.060567409498 29.959401284661),1154758,CAFE SBISA,1011 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AACM, LLC",3683861.84777,532964.582788
POINT (-90.114182285836 30.024345245629),1155104,JB'S FUEL DOCK,325 S ROADWAY ST,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CRESCENT CITY MARINE GROUP INC,3666633.8569,556396.223258
POINT (-90.065459072547 29.947705033795),1155220,MANNINGS RESTAURANT,519 FULTON ST,,NEW ORLEANS,LA,70130,504-533-6118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JCC FULTON DEVEPLOPMENT LLC.,3682360.00732,528694.225984
POINT (-90.076989294557 29.951922709288),1154616,ANCORA PIZZERIA,4508 FRERET ST,,NEW ORLEANS,LA,70115,707-391-8667,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LA VERA PIZZA,LLC",3678691.8167,530187.70942
POINT (-90.083051359391 29.980320036633),1155183,LIUZZA'S BY THE TRACK,1518 N LOPEZ ST,,NEW ORLEANS,LA,70119,504-943-8667,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KITTY G INC,3676659.49435,540493.055755
POINT (-90.020639725897 29.925316567452),1154818,CHINA HOUSE,3600 MACARTHUR BLVD,G,NEW ORLEANS,LA,70114,504-368-5520,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHINA HOUSE FOOD COMPANY, LLC",3696646.56311,520712.840249
POINT (-90.051612619221 29.963783696739),1155673,THE NEW FEELINGS MARIGNY CAFE & BAR,2600 CHARTRES ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DOUBLE B INVESTMENTS INC.,3686679.47554,534589.794053
POINT (-90.078720427537 29.93511246395),1155586,SUBWAY   14873,2000 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-561-6060,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SWAMINARAYAN 0403 LLC,3678210.5579,524068.883004
POINT (-90.077057031254 29.983604495263),1155559,STABLE KITCHEN,1751 GENTILLY BLVD,,NEW ORLEANS,LA,70119,504-345-8558,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),15 LOMELI LLC,3678544.05627,541708.166924
POINT (-90.075015620535 29.950870924853),1155181,LITTLE GEM SALOON,445 S RAMPART ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAZZ HOSPITALITY LLC,3679321.0109,529812.099841
POINT (-90.076989294557 29.951922709288),1155111,JIMMY JOHN'S GOURMET SANDWICHES,404 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,815-671-6833,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BLUE BOILER CATS VI LLC,3678691.8167,530187.70942
POINT (-90.105419636393 30.005017634301),1155053,HARRISON COVE IN LAKEVIEW GROCERY,801 HARRISON AVE,STE A,NEW ORLEANS,LA,70124,504-207-0162,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HARRISON FRESH MARKET, LLC.",3669481.99642,549397.514643
POINT (-90.08591073504 29.924155872946),1155457,RED DOG DINER,3122 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-593-8269,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RED DOG DINER LLC,3675976.62581,520059.807032
POINT (-90.065513625191 29.951361285205),1155566,STARBUCKS COFFEE #6298,365 CANAL ST,2070,NEW ORLEANS,LA,70130,206-447-1575,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STARBUCKS CORPORATION,3682328.02095,530023.581121
POINT (-90.108510782993 29.935109890114),1154838,CITY GREENS,5001 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CITY GREENS LLC,3668775.38983,523965.865212
POINT (-90.068220670381 29.94648028374),1155257,MERIL NOLA,424 GIROD ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MERIL & EJ LA, L.L.C",3681490.38613,528239.196032
POINT (-90.127800824615 29.949439204804),1155365,PANCHITA'S,1434 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-367-1204,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PANCHITA'S MEXICAN CRIOLLA CUISINE, LLC.",3662611.02752,529111.758848
POINT (-90.071449071823 29.982083405195),1155262,MID CITY MARKET,2526 ST BERNARD AVE,,NEW ORLEANS,LA,70119,504-324-9273,1104 - FISH & SEAFOOD MARKETS,"MID CITY MARKET,L.L.C.",3680325.42984,541174.547596
POINT (-90.030656454388 29.966741341631),1155546,SOLO ESPRESSO,1301 POLAND AVE,,NEW ORLEANS,LA,70117,786-298-9570,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SOLO ESPRESSO,LLC",3693302.52841,535740.128391
